,quality,venue_area,venue_impact_factor,venue_single-blind,review,embedded_prestige,median_citation,embedded_experience
1567,0.585219284,2,8.938704278,0,4.939667672,14.43320865,24.5,1
1568,0.542808626,7,3.524652059,0,5.396775959,18.64443598,182,18.08265
1569,0.565029789,1,0.022484002,1,7.787982519,4.836021009,767,36.99300165
1570,0.413259384,4,4.59378242,0,4.680326042,8.59548827,85,23.85935923
1571,0.548447716,3,0.379492839,1,7.102444554,22.23524413,322,19.68750816
1572,0.538414707,3,15.31270024,1,4.991830004,11.46281967,189,30.19203908
1573,0.354500292,3,28.03373719,1,3.144518964,6.111451194,1,19.57660583
1574,0.557477232,0,17.26094737,0,4.476381216,8.49940688,12.5,20.44283992
1575,0.557807067,4,1.624035873,0,5.611242996,15.6889614,22,17.40089322
1576,0.344874078,3,4.731704448,0,3.495033721,0.911610291,1,1
1577,0.586703685,1,3.199741888,1,5.647976589,2.991765583,7.5,9.821542027
1578,0.632012263,5,1.043717523,1,7.070172826,17.8748768,214,24.45178385
1579,0.318844769,1,0.7034131,1,5.27574974,6.73545896,1,35.55090527
1580,0.343436375,3,9.275162623,1,4.857066164,15.74651323,345,19.27767026
1581,0.378510897,3,12.22246237,0,3.751951772,12.79138174,11,1
1582,0.419991453,1,3.199741888,1,5.277925252,11.00479434,93.5,28.85614903
1583,0.53075148,2,8.938704278,0,4.412287295,7.937061692,134,30.51545482
1584,0.485112069,4,1.624035873,0,5.294862124,14.25633927,16,9.724662282
1585,0.344874078,1,8.727797183,1,3.38955935,0.911610291,1,1
1586,0.490024563,2,4.788023974,1,4.787081443,9.826248992,123,12.82855219
1587,0.378048729,1,1.659270748,1,5.872322129,15.6889614,62,21.3948374
1588,0.319081939,2,8.938704278,0,3.647096085,0.734771685,5,12.9905641
1589,0.284271652,6,2.523482699,1,3.762009941,0.736853549,1,59.25425172
1590,0.569320672,3,28.05221767,0,3.480292323,8.394328467,194,24.4190095
1591,0.432215057,1,3.199741888,1,5.832344399,11.95093444,42.5,13.57227562
1592,0.501872518,2,10.69306554,0,4.108225604,11.57342721,14,20.66735946
1593,0.51964842,4,14.41197854,0,3.905571467,15.40928127,107,25.4299933
1594,0.284482627,0,8.036826078,1,3.331898313,0.204255867,1,58.22197593
1595,0.285110241,5,2.177517779,0,4.268789305,0.204255867,1,55.31225513
1596,0.50767465,8,0.141966826,1,8.099012798,23.95562535,128.5,18.66199986
1597,0.344874078,2,10.69306554,0,3.413015234,0.911610291,1,1
1598,0.480793555,5,1.043717523,1,6.680564738,12.55930763,199,54.66615379
1599,0.307170083,0,8.036826078,1,3.447394754,7.984726305,1,23.14700191
1600,0.302256912,4,14.41197854,0,2.817543256,0.736853549,1,18.73422788
1601,0.413775154,2,30.62050318,1,3.191675614,0.911610291,5,1
1602,0.418348665,0,7.331598506,1,4.984409399,11.57342721,5,19.68750816
1603,0.310900209,7,7.728490996,0,3.542882063,15.6889614,48,14.35207342
1604,0.499135136,8,0.141966826,1,6.659444221,5.510484911,114,18.60768381
1605,0.464737476,4,2.83639394,1,5.394647126,4.836021009,60,19.92111083
1606,0.614486184,1,7.38860646,1,5.963873475,13.6014396,555,25.753459
1607,0.49376019,3,8.402094848,0,4.750969239,17.8748768,26,1
1608,0.304741608,4,4.939739355,1,4.041148184,3.823534626,6,18.54182847
1609,0.386840889,2,8.938704278,0,3.614081968,2.991765583,8.5,2.045748464
1610,0.519068649,8,11.05771451,1,4.565609613,6.97523756,65.5,9.500554976
1611,0.475562462,1,2.725073619,0,4.31162209,10.38159295,18,1
1612,0.325445497,2,8.938704278,0,3.561986476,9.393243544,1,23.11570499
1613,0.603386859,3,11.83502883,0,4.90533297,11.51806284,70,19.5311508
1614,0.545609058,8,0.141966826,1,8.305494447,23.4091465,75.5,18.20720214
1615,0.554913798,4,4.939739355,1,4.831885557,6.624451858,158.5,23.08204668
1616,0.339202848,1,8.727797183,1,4.443238589,10.65737655,9,17.5644235
1617,0.527135861,8,0.141966826,1,8.598384141,15.05784232,232,22.34695566
1618,0.557900735,1,4.189733351,0,5.396270341,8.394328467,1139,67.09451215
1619,0.429645852,1,2.725073619,0,4.579970971,0.204255867,7,1
1620,0.536173683,2,8.938704278,0,4.495701854,12.55930763,13.5,20.06846953
1621,0.538982921,5,1.043717523,1,5.872253965,7.872011523,223.5,50.14970588
1622,0.319800586,3,12.22246237,0,3.208212072,16.23544025,29,31.61851894
1623,0.324436557,2,14.79521195,1,4.092858556,16.72749706,36.5,21.57902866
1624,0.287215324,7,2.885981092,0,3.944709758,0.736853549,1,48.43956917
1625,0.508489657,3,18.4222621,0,3.732409937,9.170169016,80,23.72870136
1626,0.48457459,2,8.938704278,0,4.380418429,25.98254154,234,59.99698378
1627,0.481098162,8,0.141966826,1,6.861928846,8.014097285,62,32.07862992
1628,0.455412987,8,11.05771451,1,3.924094201,0.736853549,1,18.96385825
1629,0.49805147,1,0.7034131,1,6.834378686,15.76210094,35.5,20.08097273
1630,0.301153439,4,4.939739355,1,3.618114912,4.652969379,1,23.50621876
1631,0.298188586,1,7.38860646,1,3.493750683,0.204255867,1,23.43429391
1632,0.443253587,5,2.177517779,0,4.982504974,8.913859864,83.5,19.22883039
1633,0.487682003,2,30.62050318,1,4.316400006,10.38159295,23,1
1634,0.478997991,4,1.624035873,0,5.26430314,12.9757263,94.5,15.87494536
1635,0.390435436,1,7.38860646,1,4.045459384,0.736853549,3,1
1636,0.555779151,6,2.523482699,1,5.363426061,6.196961384,123,11.40943978
1637,0.309067023,3,11.83502883,0,2.915692356,0.736853549,3,1.053367775
1638,0.562503804,3,12.22246237,0,5.073528015,22.23524413,512,24.51185568
1639,0.512857471,1,7.38860646,1,4.840986271,8.603804215,40.5,19.36905764
1640,0.369997818,0,8.036826078,1,3.823316308,0.911610291,1,1
1641,0.444608226,3,15.31270024,1,3.807254284,3.811229144,248,12.38628872
1642,0.535283385,8,0.25932048,1,7.638621548,11.72753859,172,15.37294325
1643,0.527135861,0,12.37759281,0,3.967131427,15.05784232,232,22.34695566
1644,0.314735565,7,3.524652059,0,3.991289833,8.300285845,16,1
1645,0.326681847,3,9.275162623,1,3.087378466,9.232231458,245.5,23.52822037
1646,0.548687814,3,15.31270024,1,5.023416952,15.21562209,36,22.09081258
1647,0.334106781,8,0.25932048,1,6.86568716,14.25633927,57.5,16.8973486
1648,0.456121529,3,28.03373719,1,4.048065837,15.05784232,12,1
1649,0.565350034,4,14.41197854,0,4.354202006,26.30063936,257,27.7280733
1650,0.325269079,1,3.199741888,1,3.558061997,7.958745082,20,2.137259705
1651,0.58534293,0,8.036826078,1,4.622547203,4.836021009,819,24.5698136
1652,0.507235862,8,0.25932048,1,7.871661179,12.55930763,39,1.861175646
1653,0.612270097,9,2.945309362,0,5.681015141,7.958745082,45.5,12.36435068
1654,0.560771305,3,0.379492839,1,7.37789398,13.28306801,192,23.96434376
1655,0.429645852,1,2.613581455,1,5.081664978,0.911610291,7,1
1656,0.557418912,3,18.4222621,0,3.25734738,7.526741095,332,16.22105765
1657,0.45804456,7,7.728490996,0,4.420032341,0.734771685,5.5,1.444597277
1658,0.443410743,4,4.59378242,0,5.167163283,5.152426917,6.5,26.29982154
1659,0.444251819,6,2.523482699,1,6.016693708,11.55065529,32.5,1.598093448
1660,0.454728621,1,0.7034131,1,7.425184743,11.81503439,870,20.50507111
1661,0.365700976,3,9.275162623,1,3.742844843,0.911610291,4.5,1.058783917
1662,0.563266197,9,2.945309362,0,5.456977531,13.17506701,262.5,20.65925657
1663,0.569123414,1,0.022484002,1,8.983474377,8.995199964,37,17.50248583
1664,0.56343169,0,7.331598506,1,5.60285539,15.50473971,324,38.06364936
1665,0.34007995,1,8.7222919,0,3.689846986,0.911610291,1,1.827299166
1666,0.506590421,3,8.402094848,0,4.643343726,7.785693916,128.5,24.24016602
1667,0.491814827,0,7.331598506,1,4.824491262,17.8748768,25,1
1668,0.438151382,8,0.25932048,1,7.911040786,12.4646942,112.5,12.7787561
1669,0.505779803,3,9.275162623,1,5.020770818,24.96371355,243,18.2293849
1670,0.586073089,4,14.41197854,0,4.29589345,16.23544025,185.5,11.18404447
1671,0.287699949,3,0.379492839,1,5.368482737,0.204255867,1,45.39037677
1672,0.654325548,0,12.37759281,0,4.657293434,17.73049256,107,16.53654673
1673,0.52182212,3,15.31270024,1,4.994385924,27.16989923,218,19.64851369
1674,0.291144986,2,8.938704278,0,3.101497445,0.911610291,1,35.83132115
1675,0.495632855,0,7.331598506,1,4.503004945,5.510484911,27,1
1676,0.511936483,3,15.31270024,1,4.054019544,4.836021009,185,24.60961261
1677,0.403453606,3,28.03373719,1,3.811082846,0.736853549,4,1
1678,0.561278077,4,4.381387002,1,5.72961966,21.7772188,400.5,61.91353272
1679,0.491012689,8,0.141966826,1,7.326168015,25.08974394,39,12.22991836
1680,0.468944368,3,12.22246237,0,4.058646612,22.23524413,51,14.44451404
1681,0.402814733,1,8.97114818,1,4.042599207,0.911610291,4,1.084251009
1682,0.495296507,1,1.659270748,1,6.732760289,19.67111954,11,1
1683,0.566271035,0,12.37759281,0,4.217827562,11.301166,262.5,25.99953278
1684,0.344874078,1,7.38860646,1,3.280094877,0.736853549,1,1
1685,0.462467763,4,5.229631394,1,4.886603321,7.108386981,47,7.697938545
1686,0.488417966,6,15.23658774,1,4.590777523,13.63406017,109,33.62339957
1687,0.482048556,1,1.659270748,1,5.582403786,3.811229144,97.5,12.80480631
1688,0.305076742,4,2.83639394,1,4.280449994,0.204255867,1,16.12524306
1689,0.532397228,4,5.229631394,1,6.119652126,14.07477891,206.5,8.698788728
1690,0.507212564,4,4.381387002,1,5.548663544,12.48298463,82,24.92769253
1691,0.570395368,1,8.727797183,1,4.99913188,2.122505716,1,38.98328256
1692,0.45142131,8,11.05771451,1,3.462007213,0.204255867,11,1
1693,0.550650609,2,8.938704278,0,4.235959379,6.615174738,176,34.47715096
1694,0.530764496,8,0.25932048,1,7.435978322,13.28306801,133,30.67684499
1695,0.56611046,3,11.83502883,0,5.283008454,33.14912182,469,20.11807285
1696,0.529086957,0,12.37759281,0,4.34406514,13.73472393,27.5,1
1697,0.456892599,4,2.83639394,1,5.240371215,4.652969379,9,1.950238053
1698,0.580384142,3,0.379492839,1,7.317423345,14.97829175,253.5,13.25697991
1699,0.475535962,3,28.03373719,1,3.455998669,0.603704129,9,1
1700,0.531449345,2,4.788023974,1,5.144894665,7.958745082,33,24.44430369
1701,0.525775254,3,11.83502883,0,4.324892605,5.510484911,345,36.79637104
1702,0.294279882,3,28.03373719,1,2.881288262,4.360766256,8,32.50568467
1703,0.480421822,4,4.381387002,1,4.749149678,7.108386981,46.5,23.81605176
1704,0.44884732,0,17.26094737,0,2.979263142,0.204255867,6,1.609375287
1705,0.288752854,3,0.379492839,1,5.457079275,6.523648923,8.5,19.46520147
1706,0.444588918,1,8.97114818,1,4.849304904,19.06681769,38.5,21.61427105
1707,0.452614653,3,18.4222621,0,3.10372376,6.153272199,8.5,9.745584252
1708,0.560924067,7,7.728490996,0,4.665087265,11.39289279,217.5,13.02558759
1709,0.563636154,0,17.26094737,0,4.34046271,18.5069433,214,36.95234944
1710,0.445297453,1,2.725073619,0,5.02279668,12.55930763,69,18.79912136
1711,0.336675624,8,7.252614759,1,3.624457742,0.204255867,1,2.501489887
1712,0.296729855,1,0.022484002,1,7.227293512,0.204255867,1,25.46997034
1713,0.59080097,8,7.252614759,1,5.29768713,6.734614996,68,16.65328952
1714,0.64432236,2,30.62050318,1,5.214829119,14.39873564,217,25.07896362
1715,0.532600169,3,15.31270024,1,3.706748016,3.211047601,1,23.44383737
1716,0.409048933,1,4.189733351,0,4.246619735,0.911610291,5,1.642291025
1717,0.45142131,1,2.613581455,1,4.817562349,0.911610291,11,1
1718,0.344874078,4,4.59378242,0,3.972398941,0.736853549,1,1
1719,0.557536038,1,0.7034131,1,6.669929811,15.6889614,371,18.65754603
1720,0.499170924,3,28.05221767,0,3.313071125,25.04571719,68,19.56543995
1721,0.590770207,4,5.229631394,1,6.497640739,11.46492692,235,17.9355057
1722,0.290657412,1,7.38860646,1,3.35322862,0.736853549,1,36.99627783
1723,0.449077163,8,11.05771451,1,3.563192446,0.734771685,5.5,34.89021198
1724,0.521244772,3,28.03373719,1,4.073432053,33.14912182,267,18.6012238
1725,0.544494543,9,2.945309362,0,5.277276281,13.03527717,253,26.15493559
1726,0.407531709,7,2.885981092,0,3.975382743,0.911610291,2.5,12.18238486
1727,0.599621084,1,3.199741888,1,6.275082141,26.30063936,474.5,22.7047388
1728,0.428940186,2,30.62050318,1,2.551715365,0.557933079,6,1.596817952
1729,0.557900735,3,28.05221767,0,3.108690731,8.394328467,1139,67.09451215
1730,0.44529687,2,10.69306554,0,3.781112408,15.53025968,400,19.26097876
1731,0.525883778,1,3.199741888,1,4.736852111,5.510484911,363,38.88106299
1732,0.527135861,4,14.41197854,0,4.799215747,15.05784232,232,22.34695566
1733,0.60890964,1,0.7034131,1,6.243184736,9.668469222,695,43.65125089
1734,0.526565987,9,2.945309362,0,5.72542167,19.27183134,70.5,31.64463773
1735,0.501268161,8,0.141966826,1,6.820495322,7.504751603,70,20.22265234
1736,0.456410852,8,7.252614759,1,5.038752794,13.96494195,48,14.3524847
1737,0.514218383,0,7.331598506,1,5.277721669,10.65737655,12,25.85459815
1738,0.477428804,4,4.939739355,1,4.650566351,7.958745082,197,58.22969117
1739,0.473643508,8,11.05771451,1,4.551779414,11.81778502,41,23.78972519
1740,0.529307392,4,5.229631394,1,4.948167825,5.510484911,368,36.5216002
1741,0.51081891,5,20.98172168,0,2.599621233,6.854061074,159,28.23618623
1742,0.495472567,1,4.189733351,0,4.999444689,9.232231458,87,14.39587709
1743,0.530079396,1,1.659270748,1,6.812332652,11.85455738,111,11.52308712
1744,0.301726724,3,0.379492839,1,5.54723594,0.736853549,1,19.27767026
1745,0.493405079,2,30.62050318,1,4.112123361,11.47045029,56,17.2147427
1746,0.557225123,4,4.59378242,0,5.076823116,8.394328467,457,24.32610852
1747,0.514118452,1,8.97114818,1,4.308867516,9.02275571,384,40.09639604
1748,0.457623029,4,5.229631394,1,4.271235813,0.736853549,13,1.243915951
1749,0.448702884,0,8.036826078,1,4.925817085,18.5069433,152,17.24804848
1750,0.562503804,0,7.331598506,1,5.552993434,22.23524413,512,24.51185568
1751,0.330603117,4,4.59378242,0,4.133695994,10.7220767,17,16.10505168
1752,0.432379176,3,15.31270024,1,3.912347438,0.734771685,10,1
1753,0.600819361,9,2.945309362,0,5.432526858,15.6889614,74,22.85059687
1754,0.465297047,2,8.938704278,0,4.234659681,33.14912182,69,23.33438014
1755,0.502631136,5,2.177517779,0,4.867936105,22.62673306,47,11.65099648
1756,0.427000367,1,1.659270748,1,4.825533862,0.734771685,5.5,1
1757,0.553603883,3,28.03373719,1,4.109304129,9.232231458,486,28.56527223
1758,0.501141704,1,7.38860646,1,4.393615673,5.755191992,127,20.2583796
1759,0.561539673,8,11.05771451,1,4.384174333,7.958745082,606,30.62221261
1760,0.423577584,4,4.939739355,1,4.910118519,11.99462362,89,14.50441476
1761,0.31936095,8,0.141966826,1,7.053642487,22.85421473,69,23.33438014
1762,0.29945119,4,1.624035873,0,4.287103016,0.736853549,1,21.83542526
1763,0.43291332,2,8.938704278,0,3.642242612,0.911610291,9,2.203929669
1764,0.473878144,4,4.939739355,1,4.41253387,5.755191992,69,18.79912136
1765,0.298188586,6,15.23658774,1,2.698851483,0.204255867,1,23.43429391
1766,0.403453606,1,0.022484002,1,7.669257196,0.736853549,4,1
1767,0.502294822,3,28.03373719,1,3.856526161,13.13460263,109,19.8130553
1768,0.320281102,3,28.05221767,0,2.712750987,4.448168298,6,14.57233536
1769,0.574752617,3,11.83502883,0,4.227684984,8.394328467,1472,61.07077593
1770,0.574868845,0,8.036826078,1,6.125630557,15.05784232,624,22.94164577
1771,0.515349637,2,30.62050318,1,4.503296369,15.39584387,215.5,57.33097573
1772,0.565191248,3,18.4222621,0,3.73733177,16.72749706,256.5,39.91205541
1773,0.330463265,2,30.62050318,1,3.768556943,15.35342107,489.5,35.54924285
1774,0.465032367,1,1.659270748,1,5.643126025,17.8748768,57,18.53322158
1775,0.476710996,1,8.7222919,0,4.153593988,22.23524413,186,55.57355386
1776,0.385294389,1,2.613581455,1,5.615781926,13.63406017,685,28.91315639
1777,0.524394906,3,0.379492839,1,6.303227712,7.872011523,235,24.27226825
1778,0.505816663,3,18.4222621,0,3.908484606,7.34280664,99,9.750881216
1779,0.323171227,4,4.939739355,1,4.890772757,13.63406017,42,24.27455975
1780,0.529595537,7,7.728490996,0,4.499752757,10.38159295,66,9.970944666
1781,0.427699968,3,12.22246237,0,3.524534699,3.24602277,5,1.559403106
1782,0.533912715,7,7.728490996,0,4.441333576,21.69343805,41.5,19.56397926
1783,0.475290118,8,11.05771451,1,3.611070056,0.557933079,8,1
1784,0.570782856,6,2.523482699,1,5.434107558,5.510484911,1,25.24320793
1785,0.498258153,5,1.043717523,1,6.49332446,15.53118163,72.5,22.50991729
1786,0.524348403,5,2.177517779,0,5.064805533,5.755191992,205,20.55929893
1787,0.503771742,4,4.939739355,1,4.323977714,7.608806979,11,1.504448226
1788,0.569758476,7,3.524652059,0,5.110340427,20.86452738,543.5,60.51254691
1789,0.472744409,0,12.37759281,0,3.754835938,7.872011523,17,1
1790,0.548251065,2,8.938704278,0,5.011358653,22.23524413,101,2.774480595
1791,0.500716749,0,8.036826078,1,5.483690951,16.7819191,68,26.14455123
1792,0.588193335,4,1.624035873,0,5.833720363,17.8748768,288,32.58179027
1793,0.478921117,2,30.62050318,1,3.967656815,13.59037098,42,21.28925205
1794,0.439240407,2,14.79521195,1,4.647213086,17.73049256,21,1
1795,0.602078474,3,9.275162623,1,4.643446619,7.872011523,774.5,46.08072564
1796,0.567568148,1,7.38860646,1,5.683878167,33.14912182,534,22.7613351
1797,0.44354851,3,11.83502883,0,3.872554462,8.080854573,38.5,12.97696071
1798,0.545461192,2,8.938704278,0,4.357877659,11.95093444,128.5,13.57746779
1799,0.499972957,3,8.402094848,0,4.147400532,17.32839795,62,17.43484089
1800,0.46107314,2,14.79521195,1,4.378831678,10.30369934,11,19.51595099
1801,0.591139339,3,12.22246237,0,4.196769973,12.73217974,308.5,20.87038356
1802,0.476010772,5,2.177517779,0,4.883672584,13.63406017,698,17.97972436
1803,0.465406366,1,8.727797183,1,5.120436676,20.40314281,21,2.926292025
1804,0.403453606,1,8.97114818,1,3.711316786,0.911610291,4,1
1805,0.510973736,4,2.83639394,1,5.827934518,13.88877998,14,9.37842913
1806,0.444866178,1,3.199741888,1,4.271121658,4.836021009,14,3.741061195
1807,0.485416173,4,4.939739355,1,5.906733866,12.55930763,241,35.1941175
1808,0.563492841,0,12.37759281,0,4.351158398,14.8449556,211,19.61483589
1809,0.330464753,5,20.98172168,0,2.803171109,25.08974394,163,23.19562972
1810,0.37237958,0,12.37759281,0,3.557938339,8.014097285,29,8.418546826
1811,0.493613133,6,15.23658774,1,3.862795253,5.755191992,71,11.43325575
1812,0.488113462,8,7.252614759,1,4.288049752,6.346810317,39.5,13.23777567
1813,0.569442304,4,4.59378242,0,5.284304458,12.55930763,573,23.67050512
1814,0.610294624,0,17.26094737,0,4.263817768,15.05784232,436,15.04404766
1815,0.523876519,7,7.728490996,0,4.230356571,7.958745082,145,13.25107775
1816,0.509223604,5,1.043717523,1,6.70275498,15.3147863,152,16.99532771
1817,0.571498016,2,4.788023974,1,6.021488166,14.43320865,163.5,23.6350676
1818,0.336007695,3,8.402094848,0,3.466156439,0.911610291,4,3.645282811
1819,0.545542063,8,7.252614759,1,5.696443538,26.82984425,208,18.25105399
1820,0.51978067,1,1.659270748,1,5.221596373,7.152076166,76.5,11.26786311
1821,0.35891651,2,4.788023974,1,4.17201406,7.872011523,4,1.405734991
1822,0.539728667,2,30.62050318,1,5.145177979,21.79799249,141,19.56135618
1823,0.563955156,3,11.83502883,0,4.021670168,12.67100297,398.5,13.54122711
1824,0.525657959,7,2.885981092,0,5.013053352,12.55930763,214,20.98716449
1825,0.475850046,4,5.229631394,1,5.333248136,7.872011523,103,29.13378061
1826,0.438043426,4,14.41197854,0,3.70162808,15.6889614,69,20.10122308
1827,0.587055011,9,2.945309362,0,5.428265762,15.39584387,202,21.52105785
1828,0.551701649,5,2.177517779,0,5.010559241,12.14503689,167,38.22967178
1829,0.587932761,6,15.23658774,1,5.017854046,7.837258679,559.5,26.8261507
1830,0.403453606,2,30.62050318,1,3.667592903,0.736853549,4,1
1831,0.502197103,9,2.945309362,0,4.763700983,5.510484911,7,17.75685826
1832,0.499368642,1,8.97114818,1,4.1676011,8.785113193,190,10.64810768
1833,0.579355061,1,0.022484002,1,8.540925832,8.133169995,24,1.941114252
1834,0.307422908,4,4.939739355,1,3.909075179,4.836021009,9,22.65764203
1835,0.473221896,2,30.62050318,1,4.492648153,15.6889614,82,23.66209591
1836,0.411173013,4,2.83639394,1,4.552510368,0.736853549,5,1.344931167
1837,0.344216958,0,8.036826078,1,3.641170363,0.204255867,1,1.105826771
1838,0.512143225,3,4.731704448,0,4.452752492,16.94298768,4,18.66908555
1839,0.526907562,7,2.885981092,0,4.92619244,13.93233628,23.5,11.7957818
1840,0.290657412,6,15.23658774,1,3.064762405,0.736853549,1,36.99627783
1841,0.392234105,5,20.98172168,0,3.63206697,9.435573258,180,13.28564725
1842,0.454999242,1,7.38860646,1,4.361416368,2.565392992,8,1.062728292
1843,0.463571455,6,15.23658774,1,3.626664847,6.346810317,59.5,8.58437218
1844,0.289696012,3,9.275162623,1,3.224262487,4.544296567,2.5,30.12515414
1845,0.403453606,4,5.229631394,1,4.138952659,0.736853549,4,1
1846,0.291240473,0,8.036826078,1,3.419060116,0.204255867,1,35.60927906
1847,0.584462536,2,14.79521195,1,6.00203742,18.98449096,354.5,44.05643142
1848,0.475850046,4,4.381387002,1,5.115286238,7.872011523,103,29.13378061
1849,0.467953954,4,4.59378242,0,4.704050405,7.872011523,107,36.62541709
1850,0.444757263,7,3.524652059,0,4.63960428,6.479959738,223,10.80010357
1851,0.638645437,3,9.275162623,1,5.293406763,18.5069433,247,27.9532851
1852,0.400702326,1,7.38860646,1,3.612928981,2.991765583,7,12.98074813
1853,0.496136258,9,2.945309362,0,4.827641155,8.891144588,91,28.22361896
1854,0.302899168,0,7.331598506,1,3.238181211,0.736853549,1,18.09978713
1855,0.500071523,4,1.624035873,0,5.582628012,7.958745082,12,13.38919635
1856,0.470570241,1,2.725073619,0,4.894514608,15.05784232,70,20.82104088
1857,0.364194838,7,2.885981092,0,4.322698215,0.82423192,1,1
1858,0.525883778,8,0.141966826,1,6.944803951,5.510484911,363,38.88106299
1859,0.327294683,1,8.7222919,0,3.19701384,4.836021009,11,29.2995893
1860,0.319076867,4,14.41197854,0,3.020552466,6.414976111,32.5,26.92921905
1861,0.548447716,2,30.62050318,1,4.386354756,22.23524413,322,19.68750816
1862,0.567948411,1,8.7222919,0,4.519543559,11.46492692,331,37.92571515
1863,0.460812872,4,5.229631394,1,4.412925374,6.523648923,14,1
1864,0.456056955,1,4.189733351,0,4.994714367,5.559223249,10,21.24996287
1865,0.50737107,3,28.03373719,1,4.39445359,11.00479434,17.5,11.05552717
1866,0.519255665,3,11.83502883,0,4.590224519,13.63406017,73,10.79294776
1867,0.298698734,4,2.83639394,1,4.3597755,0.911610291,1,22.77126613
1868,0.474834944,0,7.331598506,1,4.105840393,5.755191992,187,58.25953426
1869,0.604036719,6,2.523482699,1,6.377769493,17.32839795,730.5,41.21658435
1870,0.422333224,7,7.728490996,0,4.04857073,0.204255867,6,1
1871,0.344874078,1,1.659270748,1,4.469807082,0.736853549,1,1
1872,0.493162488,3,0.379492839,1,6.561367839,3.279105956,2.5,12.62581496
1873,0.332435894,2,4.788023974,1,3.802621746,6.766842664,4,17.34437197
1874,0.411679831,3,4.731704448,0,3.981850681,7.897347934,4,2.309630389
1875,0.567093749,5,20.98172168,0,4.207917993,28.00166827,62,9.158805701
1876,0.308956044,1,8.97114818,1,3.03324142,0.734771685,1,11.88563306
1877,0.403453606,1,3.199741888,1,4.338562788,0.736853549,4,1
1878,0.528214443,2,14.79521195,1,4.621014428,16.86750675,30.5,1.568629853
1879,0.475758306,5,20.98172168,0,3.554525422,5.955072609,42,26.022213
1880,0.460149055,0,17.26094737,0,4.19379229,0.603704129,6.5,13.7817581
1881,0.531071395,8,11.05771451,1,4.43325397,5.755191992,397,38.22967178
1882,0.568647353,2,14.79521195,1,5.253316004,29.56583168,368,21.23035323
1883,0.503090193,5,1.043717523,1,4.996135568,8.394328467,1,1.280450077
1884,0.402590105,1,4.189733351,0,4.220010586,0.736853549,4,1.114178081
1885,0.584755579,3,0.379492839,1,7.836795383,17.8748768,42,2.526533624
1886,0.612566374,1,3.199741888,1,4.73420295,5.632838451,10,1.38237313
1887,0.558377291,4,4.59378242,0,5.797336547,22.23524413,407,20.51338232
1888,0.504230691,3,18.4222621,0,3.957773857,11.72753859,72,19.82307697
1889,0.48047327,4,1.624035873,0,5.297109753,9.232231458,167,17.68141847
1890,0.45142131,3,28.05221767,0,3.064579754,0.911610291,11,1
1891,0.519913901,3,18.4222621,0,3.773850294,16.46635956,145,13.25107775
1892,0.336521708,2,4.788023974,1,3.789221402,4.500607381,507.5,35.82865983
1893,0.550005653,0,17.26094737,0,4.127473975,7.872011523,349,20.92673973
1894,0.608522538,8,11.05771451,1,5.175772999,5.755191992,1819,35.5466142
1895,0.429645852,5,1.043717523,1,4.987084297,0.911610291,7,1
1896,0.57310528,3,11.83502883,0,4.50015373,18.96210277,7,1.551022155
1897,0.487064643,1,4.189733351,0,4.170097828,13.0791674,69,20.2583796
1898,0.439356254,1,7.38860646,1,5.371356415,11.51806284,53.5,23.37060065
1899,0.50853401,2,14.79521195,1,4.957238722,15.6889614,84,23.56495162
1900,0.382246679,3,8.402094848,0,4.109955783,17.78901712,191.5,19.46150893
1901,0.510226842,0,12.37759281,0,4.949926893,9.946931664,174,57.75447555
1902,0.512292694,3,12.22246237,0,3.945780413,10.0640005,53,21.30443078
1903,0.592710159,1,1.659270748,1,5.451617574,7.837258679,562,26.99744701
1904,0.32739537,4,1.624035873,0,4.458438033,19.1390098,151,36.01907861
1905,0.296501485,4,14.41197854,0,3.214130626,0.204255867,1,25.8089151
1906,0.602929047,1,0.022484002,1,9.406756205,14.2818301,74,19.6594055
1907,0.474114662,7,2.885981092,0,4.834191689,5.64660162,6,1.590925112
1908,0.390435436,6,2.523482699,1,4.53739834,0.911610291,3,1
1909,0.571628359,1,8.7222919,0,4.511342526,13.59037098,166.5,10.679978
1910,0.377390983,5,20.98172168,0,3.396777177,6.73545896,17,1
1911,0.531177507,0,12.37759281,0,4.024658628,19.27092458,87,14.39587709
1912,0.525361896,3,12.22246237,0,4.081957395,16.46635956,285,25.78321169
1913,0.518249981,3,28.05221767,0,3.441873078,9.232231458,128,13.04292214
1914,0.509321208,4,4.381387002,1,4.351982544,9.60369411,14,1.192418067
1915,0.514826806,2,8.938704278,0,3.988026806,17.8748768,123,20.55257605
1916,0.614921538,2,4.788023974,1,6.319655745,26.77613231,487,18.63974247
1917,0.359379711,2,8.938704278,0,3.634956098,6.648080589,1,1.274290255
1918,0.436897625,3,9.275162623,1,5.127562126,16.97064331,119,36.41452662
1919,0.566498997,6,15.23658774,1,5.425267971,16.48122522,48,4.681939326
1920,0.49376019,3,18.4222621,0,3.543701246,17.8748768,26,1
1921,0.297079902,3,8.402094848,0,3.473749305,0.911610291,1,24.96149625
1922,0.566036503,0,17.26094737,0,3.937876216,21.19067664,189,27.09690725
1923,0.508733861,1,8.727797183,1,3.872025675,7.872011523,250,37.67602626
1924,0.510349909,4,2.83639394,1,5.230839804,9.435573258,30.5,9.503581258
